trade_date,underlier,strike,has_ce,has_pe,ce_instrument_name,pe_instrument_name
2022-11-02,BANKNIFTY,39200,True,True,BANKNIFTY22110339200CE,BANKNIFTY22110339200PE
2022-11-02,BANKNIFTY,39300,True,True,BANKNIFTY22110339300CE,BANKNIFTY22110339300PE
2022-11-02,BANKNIFTY,39400,True,True,BANKNIFTY22110339400CE,BANKNIFTY22110339400PE
2022-11-02,BANKNIFTY,39500,True,True,BANKNIFTY22110339500CE,BANKNIFTY22110339500PE
2022-11-02,BANKNIFTY,39600,True,True,BANKNIFTY22110339600CE,BANKNIFTY22110339600PE
2022-11-02,BANKNIFTY,39700,True,True,BANKNIFTY22110339700CE,BANKNIFTY22110339700PE
2022-11-02,BANKNIFTY,39800,True,True,BANKNIFTY22110339800CE,BANKNIFTY22110339800PE
2022-11-02,BANKNIFTY,39900,True,True,BANKNIFTY22110339900CE,BANKNIFTY22110339900PE
2022-11-02,BANKNIFTY,40000,True,True,BANKNIFTY22110340000CE,BANKNIFTY22110340000PE
2022-11-02,BANKNIFTY,40100,True,True,BANKNIFTY22110340100CE,BANKNIFTY22110340100PE
2022-11-02,BANKNIFTY,40200,True,True,BANKNIFTY22110340200CE,BANKNIFTY22110340200PE
2022-11-02,BANKNIFTY,40300,True,True,BANKNIFTY22110340300CE,BANKNIFTY22110340300PE
2022-11-02,BANKNIFTY,40400,True,True,BANKNIFTY22110340400CE,BANKNIFTY22110340400PE
2022-11-02,BANKNIFTY,40500,True,True,BANKNIFTY22110340500CE,BANKNIFTY22110340500PE
2022-11-02,BANKNIFTY,40600,True,True,BANKNIFTY22110340600CE,BANKNIFTY22110340600PE
2022-11-02,BANKNIFTY,40700,True,True,BANKNIFTY22110340700CE,BANKNIFTY22110340700PE
2022-11-02,BANKNIFTY,40800,True,True,BANKNIFTY22110340800CE,BANKNIFTY22110340800PE
2022-11-02,BANKNIFTY,40900,True,True,BANKNIFTY22110340900CE,BANKNIFTY22110340900PE
2022-11-02,BANKNIFTY,41000,True,True,BANKNIFTY22110341000CE,BANKNIFTY22110341000PE
2022-11-02,BANKNIFTY,41100,True,True,BANKNIFTY22110341100CE,BANKNIFTY22110341100PE
2022-11-02,BANKNIFTY,41200,True,True,BANKNIFTY22110341200CE,BANKNIFTY22110341200PE
2022-11-02,BANKNIFTY,41300,True,True,BANKNIFTY22110341300CE,BANKNIFTY22110341300PE
2022-11-02,BANKNIFTY,41400,True,True,BANKNIFTY22110341400CE,BANKNIFTY22110341400PE
2022-11-02,BANKNIFTY,41500,True,True,BANKNIFTY22110341500CE,BANKNIFTY22110341500PE
2022-11-02,BANKNIFTY,41600,True,True,BANKNIFTY22110341600CE,BANKNIFTY22110341600PE
2022-11-02,BANKNIFTY,41700,True,True,BANKNIFTY22110341700CE,BANKNIFTY22110341700PE
2022-11-02,BANKNIFTY,41800,True,True,BANKNIFTY22110341800CE,BANKNIFTY22110341800PE
2022-11-02,BANKNIFTY,41900,True,True,BANKNIFTY22110341900CE,BANKNIFTY22110341900PE
2022-11-02,BANKNIFTY,42000,True,True,BANKNIFTY22110342000CE,BANKNIFTY22110342000PE
2022-11-02,BANKNIFTY,42100,True,True,BANKNIFTY22110342100CE,BANKNIFTY22110342100PE
2022-11-02,BANKNIFTY,42200,True,True,BANKNIFTY22110342200CE,BANKNIFTY22110342200PE
2022-11-02,BANKNIFTY,42300,True,True,BANKNIFTY22110342300CE,BANKNIFTY22110342300PE
2022-11-02,BANKNIFTY,42400,True,True,BANKNIFTY22110342400CE,BANKNIFTY22110342400PE
2022-11-02,BANKNIFTY,42500,True,True,BANKNIFTY22110342500CE,BANKNIFTY22110342500PE
2022-11-02,BANKNIFTY,42600,True,True,BANKNIFTY22110342600CE,BANKNIFTY22110342600PE
2022-11-02,BANKNIFTY,42700,True,True,BANKNIFTY22110342700CE,BANKNIFTY22110342700PE
2022-11-02,BANKNIFTY,42800,True,True,BANKNIFTY22110342800CE,BANKNIFTY22110342800PE
2022-11-02,BANKNIFTY,42900,True,True,BANKNIFTY22110342900CE,BANKNIFTY22110342900PE
2022-11-02,BANKNIFTY,43000,True,True,BANKNIFTY22110343000CE,BANKNIFTY22110343000PE
2022-11-02,BANKNIFTY,43100,True,True,BANKNIFTY22110343100CE,BANKNIFTY22110343100PE
2022-11-02,BANKNIFTY,43200,True,False,BANKNIFTY22110343200CE,
2022-11-02,BANKNIFTY,43300,True,False,BANKNIFTY22110343300CE,
2022-11-02,BANKNIFTY,43400,True,False,BANKNIFTY22110343400CE,
2022-11-02,BANKNIFTY,43500,True,True,BANKNIFTY22110343500CE,BANKNIFTY22110343500PE
2022-11-02,BANKNIFTY,43600,True,False,BANKNIFTY22110343600CE,
2022-11-02,BANKNIFTY,43700,True,False,BANKNIFTY22110343700CE,
2022-11-02,BANKNIFTY,43800,True,False,BANKNIFTY22110343800CE,
2022-11-02,BANKNIFTY,43900,True,False,BANKNIFTY22110343900CE,
2022-11-02,BANKNIFTY,44000,True,False,BANKNIFTY22110344000CE,
2022-11-02,BANKNIFTY,44100,True,False,BANKNIFTY22110344100CE,
2022-11-02,BANKNIFTY,44200,True,False,BANKNIFTY22110344200CE,
2022-11-02,BANKNIFTY,44300,True,False,BANKNIFTY22110344300CE,
2022-11-02,BANKNIFTY,44400,True,False,BANKNIFTY22110344400CE,
2022-11-02,BANKNIFTY,44500,True,False,BANKNIFTY22110344500CE,
2022-11-02,BANKNIFTY,44600,True,False,BANKNIFTY22110344600CE,
