trade_date,timestamp,underlier,expiry,strike,option_type,instrument_name,direction,price,quantity,reason
2022-11-22,2022-11-22 15:29:59,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,SELL,12380.0,1,SQUAREOFF
2022-11-22,2022-11-22 15:29:59,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,SELL,1.35,1,SQUAREOFF
2022-11-23,2022-11-23 09:23:47,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,BUY,3825.0,1,ENTRY
2022-11-23,2022-11-23 09:23:47,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,BUY,0.35,1,ENTRY
2022-11-23,2022-11-23 15:29:59,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,SELL,3767.55,1,SQUAREOFF
2022-11-23,2022-11-23 15:29:59,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,SELL,0.15,1,SQUAREOFF
2022-11-23,2022-11-23 10:27:58,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,BUY,12750.0,1,ENTRY
2022-11-23,2022-11-23 10:27:58,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,BUY,1.1,1,ENTRY
2022-11-23,2022-11-23 15:29:59,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,SELL,12740.0,1,SQUAREOFF
2022-11-23,2022-11-23 15:29:59,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,SELL,0.7,1,SQUAREOFF
2022-11-24,2022-11-24 09:21:48,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,BUY,3803.8,1,ENTRY
2022-11-24,2022-11-24 09:21:48,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,BUY,0.2,1,ENTRY
2022-11-24,2022-11-24 15:29:59,NIFTY,2022-11-24,14500,CE,NIFTY22112414500CE,SELL,3992.1,1,SQUAREOFF
2022-11-24,2022-11-24 15:29:59,NIFTY,2022-11-24,14500,PE,NIFTY22112414500PE,SELL,0.05,1,SQUAREOFF
2022-11-24,2022-11-24 09:26:31,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,BUY,12820.0,1,ENTRY
2022-11-24,2022-11-24 09:26:31,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,BUY,0.45,1,ENTRY
2022-11-24,2022-11-24 15:29:59,BANKNIFTY,2022-11-24,30000,CE,BANKNIFTY22112430000CE,SELL,12964.55,1,SQUAREOFF
2022-11-24,2022-11-24 15:29:59,BANKNIFTY,2022-11-24,30000,PE,BANKNIFTY22112430000PE,SELL,0.1,1,SQUAREOFF
2022-11-25,2022-11-25 10:12:23,NIFTY,2022-12-01,16000,CE,NIFTY22120116000CE,BUY,2492.05,1,ENTRY
2022-11-25,2022-11-25 10:12:23,NIFTY,2022-12-01,16000,PE,NIFTY22120116000PE,BUY,0.7,1,ENTRY
2022-11-25,2022-11-25 15:29:59,NIFTY,2022-12-01,16000,CE,NIFTY22120116000CE,SELL,2497.0,1,SQUAREOFF
2022-11-25,2022-11-25 15:29:59,NIFTY,2022-12-01,16000,PE,NIFTY22120116000PE,SELL,0.7,1,SQUAREOFF
2022-11-25,2022-11-25 09:20:12,BANKNIFTY,2022-12-01,38000,CE,BANKNIFTY22120138000CE,BUY,5163.05,1,ENTRY
2022-11-25,2022-11-25 09:20:12,BANKNIFTY,2022-12-01,38000,PE,BANKNIFTY22120138000PE,BUY,4.35,1,ENTRY
2022-11-25,2022-11-25 15:29:59,BANKNIFTY,2022-12-01,38000,CE,BANKNIFTY22120138000CE,SELL,5054.85,1,SQUAREOFF
2022-11-25,2022-11-25 15:29:59,BANKNIFTY,2022-12-01,38000,PE,BANKNIFTY22120138000PE,SELL,2.7,1,SQUAREOFF
2022-11-28,2022-11-28 14:57:06,NIFTY,2022-12-01,16000,CE,NIFTY22120116000CE,BUY,2600.0,1,ENTRY
2022-11-28,2022-11-28 14:57:06,NIFTY,2022-12-01,16000,PE,NIFTY22120116000PE,BUY,0.65,1,ENTRY
2022-11-28,2022-11-28 15:29:59,NIFTY,2022-12-01,16000,CE,NIFTY22120116000CE,SELL,2600.0,1,SQUAREOFF
2022-11-28,2022-11-28 15:29:59,NIFTY,2022-12-01,16000,PE,NIFTY22120116000PE,SELL,0.45,1,SQUAREOFF
2022-11-28,2022-11-28 12:15:25,BANKNIFTY,2022-12-01,30000,CE,BANKNIFTY22120130000CE,BUY,13211.0,1,ENTRY
2022-11-28,2022-11-28 12:15:25,BANKNIFTY,2022-12-01,30000,PE,BANKNIFTY22120130000PE,BUY,1.7,1,ENTRY
2022-11-28,2022-11-28 15:29:59,BANKNIFTY,2022-12-01,30000,CE,BANKNIFTY22120130000CE,SELL,13211.0,1,SQUAREOFF
2022-11-28,2022-11-28 15:29:59,BANKNIFTY,2022-12-01,30000,PE,BANKNIFTY22120130000PE,SELL,1.5,1,SQUAREOFF
2022-11-29,2022-11-29 13:17:29,NIFTY,2022-12-01,16000,CE,NIFTY22120116000CE,BUY,2667.3,1,ENTRY
2022-11-29,2022-11-29 13:17:29,NIFTY,2022-12-01,16000,PE,NIFTY22120116000PE,BUY,0.9,1,ENTRY
2022-11-29,2022-11-29 15:29:59,NIFTY,2022-12-01,16000,CE,NIFTY22120116000CE,SELL,2613.2,1,SQUAREOFF
2022-11-29,2022-11-29 15:29:59,NIFTY,2022-12-01,16000,PE,NIFTY22120116000PE,SELL,0.7,1,SQUAREOFF
2022-11-29,2022-11-29 10:29:33,BANKNIFTY,2022-12-01,30000,CE,BANKNIFTY22120130000CE,BUY,13211.0,1,ENTRY
2022-11-29,2022-11-29 10:29:33,BANKNIFTY,2022-12-01,30000,PE,BANKNIFTY22120130000PE,BUY,1.8,1,ENTRY
2022-11-29,2022-11-29 15:29:59,BANKNIFTY,2022-12-01,30000,CE,BANKNIFTY22120130000CE,SELL,13211.0,1,SQUAREOFF
2022-11-29,2022-11-29 15:29:59,BANKNIFTY,2022-12-01,30000,PE,BANKNIFTY22120130000PE,SELL,1.3,1,SQUAREOFF
2022-11-30,2022-11-30 12:31:44,NIFTY,2022-12-01,16300,CE,NIFTY22120116300CE,BUY,2351.0,1,ENTRY
2022-11-30,2022-11-30 12:31:44,NIFTY,2022-12-01,16300,PE,NIFTY22120116300PE,BUY,0.55,1,ENTRY
2022-11-30,2022-11-30 15:29:59,NIFTY,2022-12-01,16300,CE,NIFTY22120116300CE,SELL,2350.0,1,SQUAREOFF
2022-11-30,2022-11-30 15:29:59,NIFTY,2022-12-01,16300,PE,NIFTY22120116300PE,SELL,0.6,1,SQUAREOFF
2022-11-30,2022-11-30 15:02:37,BANKNIFTY,2022-12-01,33000,CE,BANKNIFTY22120133000CE,BUY,10200.0,1,ENTRY
2022-11-30,2022-11-30 15:02:37,BANKNIFTY,2022-12-01,33000,PE,BANKNIFTY22120133000PE,BUY,1.35,1,ENTRY
2022-11-30,2022-11-30 15:29:59,BANKNIFTY,2022-12-01,33000,CE,BANKNIFTY22120133000CE,SELL,10200.0,1,SQUAREOFF
2022-11-30,2022-11-30 15:29:59,BANKNIFTY,2022-12-01,33000,PE,BANKNIFTY22120133000PE,SELL,0.8,1,SQUAREOFF
